Rank;Player name;Position;Age;Team;Games played;Minutes played per game;Field goals per game;Field goal attempts per game;3-point field goals per game;3-point field goal attempts per game;2-point field goals per game;2-point field goal attempts per game;Free throws per game;Free throw attempts per game;Total rebounds per game;Assists per game;Steals per game;Blocks per game;Turnovers per game;Personal fouls per game;Points per game
488;Domantas Sabonis;C-PF;25;TOT;62;34.5;7.1;12.5;0.6;2;6.5;10.5;4;5.4;12.1;5.2;1;0.4;3.1;3.3;18.9
488;Domantas Sabonis;C;25;IND;47;34.7;7;12.1;0.7;2.3;6.3;9.9;4.1;5.5;12.1;5;1;0.5;3;3.1;18.9
488;Domantas Sabonis;PF;25;SAC;15;33.6;7.5;13.5;0.3;1.1;7.2;12.3;3.7;4.9;12.3;5.8;0.9;0.3;3.5;3.8;18.9
489;Olivier Sarr;C;22;OKC;22;19.1;2.6;4.6;0.6;1.3;2;3.3;1.1;1.3;4.2;0.9;0.3;0.7;1;2.4;7
490;Tomáš Satoransk?;SG;30;TOT;55;16.5;1.3;3.5;0.2;1;1.1;2.5;0.8;1;2.3;3.3;0.5;0.1;0.8;1.3;3.6
490;Tomáš Satoransk?;SG;30;NOP;32;15;1;3.3;0.2;1;0.8;2.4;0.6;0.8;2;2.4;0.4;0;0.7;1;2.8
490;Tomáš Satoransk?;SG;30;SAS;1;9;0;0;0;0;0;0;3;4;1;0;0;0;0;0;3
490;Tomáš Satoransk?;SG;30;WAS;22;18.9;1.8;3.8;0.3;1;1.5;2.8;1;1.1;2.8;4.9;0.7;0.2;1;1.7;4.9
491;Jordan Schakel;SG;23;WAS;4;7.5;0.3;2.8;0.3;1.5;0;1.3;0.5;0.5;2;0;0.3;0;0.3;0;1.3
492;Admiral Schofield;SF;24;ORL;38;12.3;1.4;3.4;0.7;2.1;0.7;1.3;0.3;0.4;2.3;0.7;0.1;0.1;0.6;1.5;3.8
493;Dennis Schröder;SG-PG;28;TOT;64;28.7;4.9;11.3;1.3;3.9;3.5;7.4;2.5;2.9;3.3;4.6;0.8;0.1;2.2;2.4;13.5
493;Dennis Schröder;SG;28;BOS;49;29.2;5.2;11.9;1.4;3.9;3.9;8;2.5;3;3.3;4.2;0.8;0.1;2.1;2.4;14.4
493;Dennis Schröder;PG;28;HOU;15;26.9;3.7;9.3;1.3;3.9;2.4;5.5;2.3;2.6;3.3;5.9;0.8;0.2;2.6;2.5;10.9
494;Tre Scott;SF;25;CLE;2;5.5;1.5;3;0;0.5;1.5;2.5;0;0;1;0;0.5;0.5;0;1;3
495;Jay Scrubb;SG;21;LAC;18;6.7;1;2.6;0.3;1.2;0.7;1.4;0.4;0.6;0.9;0.4;0.2;0.2;0.4;0.5;2.7
496;Wayne Selden;SG;27;NYK;3;6.3;0.3;1.3;0.3;0.7;0;0.7;0.7;1.3;0.3;0.3;0;0;0;0.3;1.7
497;Alperen Þengün;C;19;HOU;72;20.7;3.5;7.3;0.4;1.6;3.1;5.7;2.3;3.2;5.5;2.6;0.8;0.9;2;3;9.6
498;Collin Sexton;SG;23;CLE;11;28.7;6.2;13.7;1;4.1;5.2;9.6;2.6;3.5;3.3;2.1;0.9;0;2.8;2.3;16
499;Landry Shamet;SG;24;PHO;69;20.8;2.8;7;1.8;4.8;1;2.2;1;1.2;1.8;1.6;0.4;0.1;0.6;1.3;8.3
500;Day'Ron Sharpe;PF;20;BRK;32;12.2;2.7;4.7;0.1;0.2;2.6;4.4;0.8;1.3;5;0.5;0.3;0.5;0.9;1.9;6.2
501;Pascal Siakam;PF;27;TOR;68;37.9;8.8;17.8;1.1;3.2;7.7;14.5;4.2;5.6;8.5;5.3;1.3;0.6;2.7;3.3;22.8
502;Chris Silva;PF;25;TOT;10;9.1;0.8;1.5;0;0;0.8;1.5;1;1.2;3.6;0.7;0;0.1;0.8;2;2.6
502;Chris Silva;PF;25;MIN;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
502;Chris Silva;PF;25;MIA;9;9.8;0.9;1.7;0;0;0.9;1.7;1.1;1.3;3.9;0.8;0;0.1;0.9;2.2;2.9
503;Marko Simonovic;C;22;CHI;9;3.9;0.4;1.7;0.1;0.6;0.3;1.1;0.9;1.2;1.1;0;0.1;0.1;0.2;0.7;1.9
504;Anfernee Simons;SG;22;POR;57;29.5;6.2;14;3.1;7.8;3.1;6.2;1.8;2;2.6;3.9;0.5;0.1;2;1.9;17.3
505;Zavier Simpson;PG;24;OKC;4;43.5;4.8;13;0.3;2;4.5;11;1.3;1.3;5.3;7.5;1.3;1;2.5;3.8;11
506;Jericho Sims;PF;23;NYK;41;13.5;1;1.3;0;0;1;1.3;0.3;0.7;4.1;0.5;0.3;0.5;0.5;1.6;2.2
507;Deividas Sirvydis;SG;21;DET;3;9;0.3;3.3;0.3;2.3;0;1;0;0;2;0.3;1;0.3;0;1.3;1
508;Javonte Smart;PG;22;TOT;17;11.8;1.1;3.5;0.5;1.6;0.6;1.9;0.3;0.4;1.4;0.9;0.4;0.2;0.6;0.7;3
508;Javonte Smart;PG;22;MIL;13;12.3;0.8;3.3;0.3;1.4;0.5;1.9;0.4;0.5;1.5;1.1;0.3;0.2;0.7;0.8;2.4
508;Javonte Smart;PG;22;MIA;4;10;2;4.3;1;2.3;1;2;0;0;1.3;0.5;0.5;0.3;0.5;0.3;5
509;Marcus Smart;PG;27;BOS;71;32.3;4.2;10.1;1.7;5.1;2.5;5;2;2.5;3.8;5.9;1.7;0.3;2.2;2.3;12.1
510;Dennis Smith Jr.;PG;24;POR;37;17.2;2.1;5.1;0.2;0.7;2;4.4;1.1;1.7;2.4;3.6;1.2;0.3;1.4;1.4;5.6
511;Ish Smith;PG;33;TOT;65;17.3;2.8;6.6;0.4;1;2.5;5.6;0.2;0.4;2.2;3.8;0.7;0.4;1.2;1.2;6.3
511;Ish Smith;PG;33;CHO;37;13.8;2;5;0.3;0.7;1.7;4.3;0.3;0.5;1.5;2.6;0.5;0.3;1;0.9;4.5
511;Ish Smith;PG;33;WAS;28;22;4;8.8;0.5;1.5;3.5;7.3;0.1;0.2;3;5.2;1;0.5;1.5;1.6;8.6
512;Jalen Smith;PF;21;TOT;51;18.1;3.5;6.9;0.8;2.4;2.7;4.5;1.5;2;6;0.5;0.3;0.8;0.8;1.9;9.2
512;Jalen Smith;PF;21;PHO;29;13.2;2.2;4.7;0.3;1.3;1.9;3.4;1.4;1.8;4.8;0.2;0.2;0.6;0.8;1.8;6
512;Jalen Smith;PF;21;IND;22;24.7;5.1;9.7;1.4;3.8;3.7;5.9;1.7;2.3;7.6;0.8;0.4;1;0.9;2;13.4
513;Xavier Sneed;SF;24;TOT;9;4.3;0.2;1.1;0.1;0.9;0.1;0.2;0;0;0.7;0.1;0;0;0;0.2;0.6
513;Xavier Sneed;SF;24;MEM;2;4;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0
513;Xavier Sneed;SF;24;UTA;7;4.4;0.3;1.1;0.1;0.9;0.1;0.3;0;0;0.6;0.1;0;0;0;0;0.7
514;Tony Snell;SG;30;TOT;53;15.5;1.3;3.2;0.8;2.4;0.5;0.8;0.1;0.1;1.9;0.5;0.3;0.2;0.4;1.3;3.5
514;Tony Snell;SG;30;POR;38;14.4;0.9;2.6;0.6;2;0.3;0.6;0.1;0.1;1.9;0.5;0.2;0.2;0.3;1.2;2.6
514;Tony Snell;SG;30;NOP;15;18.5;2.2;4.9;1.4;3.5;0.8;1.4;0.1;0.1;2.1;0.5;0.5;0.1;0.5;1.7;5.9
515;Jaden Springer;SG;19;PHI;2;3;0.5;0.5;0;0;0.5;0.5;0;0;1;0;0;1;0.5;0;1
516;Cassius Stanley;SG;22;DET;9;17.2;2.1;5.1;0.4;1.9;1.7;3.2;1.1;1.1;2.1;0.4;0.6;0.2;0.7;1.9;5.8
517;Nik Stauskas;SG;28;TOT;8;4.9;0.6;1.8;0.5;1.3;0.1;0.5;0.5;0.8;0.4;0.3;0;0;0.1;0.1;2.3
517;Nik Stauskas;SG;28;MIA;2;12;1.5;4;1;2;0.5;2;1.5;2;1.5;0.5;0;0;0;0.5;5.5
517;Nik Stauskas;SG;28;BOS;6;2.5;0.3;1;0.3;1;0;0;0.2;0.3;0;0.2;0;0;0.2;0;1.2
518;Lance Stephenson;SG-SF;31;TOT;46;17.7;3.2;7;0.6;2;2.6;5.1;1.4;1.7;2.8;3.6;0.5;0.1;1.6;2.1;8.3
518;Lance Stephenson;SF;31;ATL;6;11.7;0.8;2.2;0;0.5;0.8;1.7;0.2;0.3;2.5;1.8;0;0;0.7;1.3;1.8
518;Lance Stephenson;SG;31;IND;40;18.6;3.6;7.8;0.7;2.2;2.9;5.6;1.6;2;2.8;3.9;0.6;0.1;1.7;2.2;9.3
519;Lamar Stevens;PF;24;CLE;63;16.1;2.5;5.1;0.3;1;2.2;4;0.8;1.2;2.6;0.7;0.5;0.3;0.7;1.7;6.1
520;Isaiah Stewart;C;20;DET;71;25.6;3.5;6.9;0.2;0.6;3.3;6.3;1;1.5;8.7;1.2;0.3;1.1;1.2;3;8.3
521;Max Strus;SF;25;MIA;68;23.3;3.7;8.3;2.7;6.5;1;1.8;0.6;0.8;3;1.4;0.4;0.2;0.8;1.7;10.6
522;Jalen Suggs;PG;20;ORL;48;27.2;4.1;11.4;0.9;4.1;3.3;7.3;2.6;3.4;3.6;4.4;1.2;0.4;3;3;11.8
523;Craig Sword;SG;28;WAS;3;6.3;1;1.3;0;0.3;1;1;0;0;0;0.3;1.3;0;0.3;2.3;2
524;Keifer Sykes;PG;28;IND;32;17.7;2.2;5.9;0.8;2.8;1.3;3.1;0.5;0.5;1.4;1.9;0.4;0.1;1;1.6;5.6
525;Jae'Sean Tate;SF;26;HOU;78;26.4;4.7;9.3;0.8;2.6;3.8;6.8;1.7;2.4;5.4;2.8;0.9;0.5;1.8;3.7;11.8
526;Jayson Tatum;SF;23;BOS;76;35.9;9.3;20.6;3;8.6;6.3;12;5.3;6.2;8;4.4;1;0.6;2.9;2.3;26.9
527;Terry Taylor;SG;22;IND;33;21.6;4.1;6.7;0.4;1.2;3.7;5.5;1.1;1.5;5.2;1.2;0.4;0.2;0.7;1.8;9.6
528;Garrett Temple;SG;35;NOP;59;18.6;1.9;5;1;3.1;0.9;1.9;0.5;0.7;2.4;1.3;0.7;0.4;0.7;1.4;5.2
529;Emanuel Terry;PF;25;PHO;3;6;0;1.7;0;0;0;1.7;0;0;5;0.7;0.3;0;1.7;1.3;0
530;Tyrell Terry;PG;21;MEM;2;1.5;0.5;0.5;0;0;0.5;0.5;0;0;0;0;0;0;0;0.5;1
531;Jon Teske;C;24;MEM;3;2.7;0;0.3;0;0;0;0.3;0;0.7;0.7;0.3;0.3;0;0;0.3;0
532;Daniel Theis;C;29;TOT;47;20.8;3.2;6.2;0.7;2.3;2.5;3.9;1;1.5;4.9;0.9;0.4;0.7;1;2.4;8.2
532;Daniel Theis;C;29;HOU;26;22.5;3.2;6.9;0.9;3;2.3;3.8;1;1.5;5;0.8;0.4;0.7;1.2;2.4;8.4
532;Daniel Theis;C;29;BOS;21;18.7;3.2;5.3;0.5;1.3;2.7;4;1;1.5;4.7;1;0.4;0.7;0.7;2.3;7.9
533;Brodric Thomas;SG;25;BOS;12;5;0.7;1.5;0.2;0.8;0.5;0.8;0.3;0.4;0.8;0.9;0.1;0.1;0.5;0.6;1.8
534;Cam Thomas;SG;20;BRK;67;17.6;3.3;7.5;0.7;2.6;2.6;4.9;1.3;1.6;2.4;1.2;0.5;0.1;0.8;1;8.5
535;Isaiah Thomas;PG;32;TOT;22;15.1;3;7.6;1.3;3.8;1.8;3.8;1;1.2;1.3;1.5;0.3;0.2;0.7;1.5;8.4
535;Isaiah Thomas;PG;32;LAL;4;25.3;3;9.8;1.3;5.5;1.8;4.3;2;2.8;2;1.5;0;0.5;1.3;3;9.3
535;Isaiah Thomas;PG;32;DAL;1;13;3;8;0;3;3;5;0;0;0;4;0;0;0;0;6
535;Isaiah Thomas;PG;32;CHO;17;12.9;3.1;7.1;1.4;3.4;1.7;3.6;0.8;0.9;1.2;1.4;0.4;0.2;0.6;1.3;8.3
536;Matt Thomas;SG;27;CHI;40;11.5;1.4;3.4;0.9;2.3;0.5;1.1;0.4;0.5;1.3;0.5;0.2;0.1;0.2;0.5;4
537;Klay Thompson;SG;31;GSW;32;29.4;7.7;17.9;3.6;9.3;4.1;8.7;1.4;1.6;3.9;2.8;0.5;0.5;1.3;1.7;20.4
538;Tristan Thompson;PF;30;TOT;57;15.7;2.5;4.7;0;0.1;2.5;4.6;1.1;2;5.1;0.6;0.4;0.4;0.8;1.7;6
538;Tristan Thompson;PF;30;SAC;30;15.2;2.5;5;0;0;2.5;5;1.1;2;5.4;0.6;0.4;0.4;1;1.7;6.2
538;Tristan Thompson;PF;30;IND;4;16.5;3.3;6;0;0;3.3;6;0.8;2;4.5;0.5;0;0.5;1;1.8;7.3
538;Tristan Thompson;PF;30;CHI;23;16.3;2.3;4;0;0.1;2.3;3.9;1.1;2.1;4.7;0.6;0.5;0.3;0.5;1.7;5.7
539;JT Thor;PF;19;CHO;33;7.9;0.7;1.7;0.2;0.8;0.5;0.8;0.4;0.6;1.3;0.6;0.2;0.3;0.3;0.8;2
540;Matisse Thybulle;SG;24;PHI;66;25.5;2.3;4.5;0.7;2.2;1.6;2.4;0.5;0.7;2.3;1.1;1.7;1.1;0.6;2.4;5.7
541;Killian Tillie;C;23;MEM;36;12.8;1.2;3.5;0.8;2.4;0.4;1.1;0.1;0.2;1.7;0.6;0.6;0.4;0.4;1.6;3.3
542;Xavier Tillman Sr.;PF;23;MEM;53;13.2;1.8;4.1;0.2;0.9;1.7;3.2;0.9;1.3;3;1.2;0.9;0.3;0.6;1.2;4.8
543;Isaiah Todd;PF;20;WAS;12;6.2;0.6;2.2;0.3;1.3;0.3;0.8;0.2;0.5;1;0.3;0.3;0.2;0.3;0.3;1.7
544;Obi Toppin;PF;23;NYK;72;17.1;3.5;6.6;0.7;2.3;2.8;4.2;1.3;1.7;3.7;1.1;0.3;0.5;0.8;1.4;9
545;Juan Toscano-Anderson;SF;28;GSW;73;13.6;1.6;3.2;0.4;1.2;1.2;2;0.5;1;2.4;1.7;0.7;0.2;0.9;1.6;4.1
546;Karl-Anthony Towns;C;26;MIN;74;33.5;8.7;16.4;2;4.9;6.6;11.5;5.2;6.3;9.8;3.6;1;1.1;3.1;3.6;24.6
547;Gary Trent Jr.;SG;23;TOR;70;35;6.4;15.5;3;7.8;3.4;7.7;2.5;2.9;2.7;2;1.7;0.3;1;2.1;18.3
548;P.J. Tucker;PF;36;MIA;71;27.9;2.9;6;1.1;2.7;1.8;3.3;0.6;0.9;5.5;2.1;0.8;0.2;0.9;2.3;7.6
549;Rayjon Tucker;SG;24;TOT;5;14.2;1.2;1.8;0.8;1;0.4;0.8;1;1.4;1.6;2;0.8;0;0.2;1;4.2
549;Rayjon Tucker;SG;24;DEN;3;9.7;0.3;0.7;0.3;0.7;0;0;1;1.3;1.3;1.3;0.3;0;0;1;2
549;Rayjon Tucker;SG;24;MIL;2;21;2.5;3.5;1.5;1.5;1;2;1;1.5;2;3;1.5;0;0.5;1;7.5
550;Myles Turner;C;25;IND;42;29.4;4.8;9.4;1.5;4.4;3.3;5;1.9;2.5;7.1;1;0.7;2.8;1.3;2.8;12.9
551;Jonas Valan?i?nas;C;29;NOP;74;30.3;6.9;12.7;0.8;2.1;6.1;10.5;3.2;3.9;11.4;2.6;0.6;0.8;2.4;3.3;17.8
552;Denzel Valentine;SG;28;TOT;24;9.3;1;2.8;0.8;2;0.3;0.8;0;0;1.8;0.5;0.3;0;0.5;0.8;2.9
552;Denzel Valentine;SG;28;CLE;22;9.3;1;2.8;0.8;2;0.2;0.8;0;0;1.7;0.5;0.3;0;0.5;0.8;2.9
552;Denzel Valentine;SG;28;UTA;2;9;1;2;0.5;1.5;0.5;0.5;0;0;2;0;0.5;0;1;1.5;2.5
553;Jarred Vanderbilt;PF;22;MIN;74;25.4;2.9;4.9;0;0.2;2.8;4.7;1.2;1.8;8.4;1.3;1.3;0.6;1;2.4;6.9
554;Fred VanVleet;PG;27;TOR;65;37.9;6.8;16.9;3.7;9.9;3.1;7;3;3.4;4.4;6.7;1.7;0.5;2.6;2.5;20.3
555;Devin Vassell;SF;21;SAS;71;27.3;4.6;10.8;1.9;5.4;2.7;5.4;1.2;1.4;4.3;1.9;1.1;0.6;0.8;2;12.3
556;Gabe Vincent;PG;25;MIA;68;23.4;3.1;7.5;1.8;4.8;1.4;2.8;0.6;0.8;1.9;3.1;0.9;0.2;1.4;2.3;8.7
557;Nikola Vu?evi?;C;31;CHI;73;33.1;7.5;15.8;1.4;4.5;6.1;11.3;1.3;1.7;11;3.2;1;1;1.9;2.5;17.6
558;Dean Wade;PF;25;CLE;51;19.2;1.9;4.3;1;2.8;0.9;1.5;0.4;0.6;2.9;1;0.6;0.1;0.3;1.7;5.3
559;Franz Wagner;SF;20;ORL;79;30.7;5.8;12.3;1.2;3.4;4.6;8.9;2.4;2.8;4.5;2.9;0.9;0.4;1.5;2.1;15.2
560;Moritz Wagner;C;24;ORL;63;15.2;3.1;6.3;1;3.2;2.1;3.1;1.7;2;3.7;1.4;0.3;0.2;0.9;2;9
561;Ish Wainright;PF;27;PHO;45;8;0.9;2.3;0.4;1.3;0.5;1;0.2;0.3;1.2;0.3;0.4;0.1;0.3;1.1;2.4
562;Kemba Walker;PG;31;NYK;37;25.6;4;10;2;5.4;2.1;4.6;1.6;1.9;3;3.5;0.7;0.2;1.3;1;11.6
563;Lonnie Walker IV;SG;23;SAS;70;23;4.4;10.9;1.6;5;2.9;5.9;1.7;2.1;2.6;2.2;0.6;0.3;1;1.4;12.1
564;M.J. Walker;SG;23;PHO;2;4;0;2;0;1;0;1;0;0;0.5;0.5;1;0;0;0.5;0
565;Tyrone Wallace;SG;27;NOP;6;12.5;1.2;3.3;0.3;1.3;0.8;2;0.2;0.8;1.3;0.2;0.5;0.2;0.3;1.2;2.8
566;Derrick Walton;PG;26;DET;3;36;2;8.7;1;4.3;1;4.3;1.3;1.3;3.3;7;2.3;1.3;3.7;2.7;6.3
567;Brad Wanamaker;PG;32;TOT;23;13.9;1.2;3.3;0.2;0.7;1;2.6;1;1.1;1.7;2.4;0.3;0.3;1;2;3.6
567;Brad Wanamaker;PG;32;IND;22;13.3;1.2;3.3;0.2;0.8;1;2.5;0.9;1;1.6;2.2;0.2;0.3;1;1.9;3.5
567;Brad Wanamaker;PG;32;WAS;1;27;2;5;0;0;2;5;3;3;4;7;2;0;0;3;7
568;Duane Washington Jr.;PG;21;IND;48;20.2;3.6;8.9;1.7;4.5;1.9;4.4;1;1.3;1.7;1.8;0.5;0.1;1.2;1.4;9.9
569;P.J. Washington;PF;23;CHO;65;27.2;3.8;8.2;1.7;4.6;2.2;3.6;0.9;1.2;5.2;2.3;0.9;0.9;1.3;2.3;10.3
570;Yuta Watanabe;SF;27;TOR;38;11.7;1.5;3.6;0.7;2.1;0.8;1.6;0.6;1.1;2.4;0.6;0.3;0.4;0.5;1;4.3
571;Lindy Waters III;SG;24;OKC;25;18.6;2.8;7;2.1;5.8;0.7;1.2;0.2;0.2;2.9;1;0.8;0.3;0.4;1.2;8
572;Tremont Waters;PG;24;TOT;3;16.7;1.3;4.7;0.7;3;0.7;1.7;0;0;1.3;2.3;1.7;0;1.3;1.3;3.3
572;Tremont Waters;PG;24;TOR;2;21;1.5;6;1;4.5;0.5;1.5;0;0;2;3.5;2;0;2;1;4
572;Tremont Waters;PG;24;WAS;1;8;1;2;0;0;1;2;0;0;0;0;1;0;0;2;2
573;Trendon Watford;SF;21;POR;48;18.1;3;5.6;0.2;0.8;2.8;4.8;1.5;2;4.1;1.7;0.5;0.6;0.9;2.4;7.6
574;Paul Watson;SF;27;OKC;9;17.3;1.3;3.9;0.7;2.9;0.7;1;0.1;0.2;3;0.9;0.3;0.3;0.4;1.1;3.4
575;Quinndary Weatherspoon;SG;25;GSW;11;6.6;1.1;1.9;0.1;0.5;1;1.5;0.5;0.5;1.3;0.5;0.1;0.1;0.3;1.4;2.7
576;Russell Westbrook;PG;33;LAL;78;34.3;7;15.8;1;3.4;6;12.4;3.4;5.1;7.4;7.1;1;0.3;3.8;3;18.5
577;Coby White;PG;21;CHI;61;27.5;4.6;10.6;2.2;5.8;2.3;4.8;1.3;1.5;3;2.9;0.5;0.2;1.1;2.2;12.7
578;Derrick White;SG;27;TOT;75;29.3;4.5;10.7;1.5;4.9;3;5.7;2.7;3.1;3.5;4.9;0.9;0.8;1.6;2.3;13.2
578;Derrick White;SG;27;SAS;49;30.3;5;11.6;1.7;5.3;3.3;6.4;2.8;3.3;3.5;5.6;1;0.9;1.8;2.4;14.4
578;Derrick White;SG;27;BOS;26;27.4;3.6;8.8;1.3;4.3;2.3;4.6;2.5;2.9;3.4;3.5;0.6;0.6;1.2;2.2;11
579;Hassan Whiteside;C;32;UTA;65;17.9;3.3;5.1;0;0;3.3;5.1;1.6;2.6;7.6;0.4;0.3;1.6;0.8;2.8;8.2
580;Joe Wieskamp;SG;22;SAS;29;7.1;0.7;1.9;0.5;1.5;0.2;0.4;0.2;0.4;0.5;0.3;0.1;0.1;0.1;0.5;2.1
581;Aaron Wiggins;SG;23;OKC;50;24.2;3.1;6.7;0.8;2.8;2.3;4;1.2;1.7;3.6;1.4;0.6;0.2;1.1;1.9;8.3
582;Andrew Wiggins;SF;26;GSW;73;31.9;6.5;14;2.2;5.5;4.4;8.5;2;3.2;4.5;2.2;1;0.7;1.5;2.2;17.2
583;Lindell Wigginton;PG;23;MIL;19;10.5;1.4;3.2;0.5;1.4;0.9;1.8;1;1.8;1.3;1.2;0.3;0.1;0.6;0.9;4.2
584;Brandon Williams;PG;22;POR;24;26.7;4.4;11.8;1.3;4.4;3.1;7.3;2.8;4;3.1;3.9;1;0.4;2.4;2.2;12.9
585;Grant Williams;PF;23;BOS;77;24.4;2.7;5.6;1.4;3.4;1.3;2.3;1.1;1.2;3.6;1;0.5;0.7;0.8;2.4;7.8
586;Kenrich Williams;SF;27;OKC;49;21.9;3;6.5;0.8;2.5;2.1;4;0.6;1.1;4.5;2.2;0.9;0.2;0.9;1.7;7.4
587;Lou Williams;PG;35;ATL;56;14.3;2.2;5.7;0.7;1.8;1.6;3.9;1.2;1.4;1.6;1.9;0.5;0.1;0.8;0.9;6.3
588;Patrick Williams;PF;20;CHI;17;24.8;3.2;6;0.9;1.7;2.3;4.3;1.8;2.4;4.1;0.9;0.5;0.5;0.9;1.6;9
589;Robert Williams;C;24;BOS;61;29.6;4.4;6;0;0;4.4;6;1.1;1.5;9.6;2;0.9;2.2;1;2.2;10
590;Ziaire Williams;SF;20;MEM;62;21.7;3.1;6.8;1.2;3.9;1.9;2.9;0.7;0.9;2.1;1;0.6;0.2;0.7;1.8;8.1
591;D.J. Wilson;PF;25;TOR;4;13.5;2.8;3.8;0;0.5;2.8;3.3;2;2.5;4;1.3;1.3;0.3;0.5;1.5;7.5
592;Dylan Windler;SF;25;CLE;50;9.2;0.7;2;0.4;1.4;0.3;0.6;0.3;0.4;1.8;0.7;0.3;0.1;0.3;0.9;2.2
593;Justise Winslow;SF;25;TOT;48;16.1;2.3;5.4;0.3;1.4;2;4;0.8;1.4;4.2;1.8;0.7;0.5;1;1.4;5.7
593;Justise Winslow;SF;25;LAC;37;12.9;1.7;3.8;0.1;0.8;1.6;3;0.7;1.1;3.6;1.4;0.6;0.5;1;1.2;4.2
593;Justise Winslow;SF;25;POR;11;26.8;4.3;10.5;0.9;3.4;3.4;7.2;1.3;2.3;6.3;2.9;1.3;0.6;1.1;1.9;10.7
594;Cassius Winston;PG;23;WAS;7;5.6;0.6;1.6;0.3;0.9;0.3;0.7;0.6;0.6;0.1;1;0;0;0.4;1.3;2
595;Christian Wood;C;26;HOU;68;30.8;6.5;12.9;1.9;4.9;4.5;8;3;4.9;10.1;2.3;0.8;1;1.9;2.5;17.9
596;Robert Woodard II;SF;22;SAC;12;3.5;0.2;1.3;0.1;0.3;0.1;1;0.2;0.2;0.9;0.3;0.1;0.1;0.1;0.3;0.6
597;Delon Wright;SG;29;ATL;77;18.9;1.6;3.5;0.6;1.5;1;2;0.7;0.8;2.9;2.4;1.2;0.2;0.6;0.7;4.4
598;McKinley Wright IV;PG;23;MIN;5;3.8;0.4;0.6;0.2;0.4;0.2;0.2;0;0;0;0.6;0;0;0.2;0.2;1
599;Moses Wright;PF;23;TOT;4;3.5;0.3;1;0;0.3;0.3;0.8;0.8;0.8;0.8;0.5;0;0.3;0;0;1.3
599;Moses Wright;PF;23;LAC;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
599;Moses Wright;PF;23;DAL;3;4.3;0.3;1.3;0;0.3;0.3;1;1;1;1;0.3;0;0.3;0;0;1.7
600;Gabe York;SG;28;IND;2;10.5;1;3.5;0.5;3;0.5;0.5;1.5;2.5;1;2;1;0.5;0.5;2;4
601;Thaddeus Young;PF;33;TOT;52;16.3;2.7;5.2;0.3;0.9;2.4;4.3;0.4;0.9;4;2;1;0.3;1;1.6;6.2
601;Thaddeus Young;PF;33;SAS;26;14.2;2.8;4.9;0;0.2;2.8;4.7;0.4;0.8;3.6;2.3;0.9;0.3;1.2;1.5;6.1
601;Thaddeus Young;PF;33;TOR;26;18.3;2.6;5.5;0.7;1.7;1.9;3.9;0.5;1;4.4;1.7;1.2;0.4;0.8;1.7;6.3
602;Trae Young;PG;23;ATL;76;34.9;9.4;20.3;3.1;8;6.3;12.3;6.6;7.3;3.7;9.7;0.9;0.1;4;1.7;28.4
603;Omer Yurtseven;C;23;MIA;56;12.6;2.3;4.4;0;0.2;2.3;4.2;0.7;1.1;5.3;0.9;0.3;0.4;0.7;1.5;5.3
604;Cody Zeller;C;29;POR;27;13.1;1.9;3.3;0;0.1;1.9;3.2;1.4;1.8;4.6;0.8;0.3;0.2;0.7;2.1;5.2
605;Ivica Zubac;C;24;LAC;76;24.4;4.1;6.5;0;0;4.1;6.5;2.2;3;8.5;1.6;0.5;1;1.5;2.7;10.3
